Year,Link,Title,Authors,Attachment
2023,https://indico.jlab.org/event/459/contributions/11725/,Refining fast simulation using machine learning,"Bein Samuel, Connor Patrick, Pedro Kevin, Schleper Peter, Wolf Moritz, ",https://indico.jlab.org/event/459/contributions/11725/attachments/9653/14070/20230511chep_MoritzWolf_Refinement_v2.pdf
2023,https://indico.jlab.org/event/459/contributions/11831/,Symmetry Invariant Quantum Machine Learning models for classification problems in Particle Physics,"Heredge Jamie, Creevey Floyd, Hollenberg Lloyd, Sevior Martin, ",https://indico.jlab.org/event/459/contributions/11831/attachments/9662/14084/Symmetery_Invariant_CHEP_Jamie_Heredge.pdf
2023,https://indico.jlab.org/event/459/contributions/11358/,"A blueprint for a contemporary Storage Element - building a new WLCG storage system with widely available hardware and software components: Ceph, XRootD, and Prometheus.","Doidge Matt, Hand Gerard, Love Peter, Simpson Steven, Jones Roger, ",https://indico.jlab.org/event/459/contributions/11358/attachments/9735/14257/LancsGridTeamPosterCHEP23v1.1.pdf
2023,https://indico.jlab.org/event/459/contributions/11772/,A multi-purpose reconstruction method based on machine learning for atmospheric neutrinos at JUNO,"Duyang Hongyue, Li Teng, ",
2023,https://indico.jlab.org/event/459/contributions/11767/,Anomaly Detection in the LZ Dark Matter Experiment using Variational Autoencoders,"Anderson Tyler, ",https://indico.jlab.org/event/459/contributions/11767/attachments/9390/14006/TylerAnderson_CHEP2023_Poster.pdf
2023,https://indico.jlab.org/event/459/contributions/11778/,Application of Machine Learning to Particle Identification at the BESIII experiment,"Chen Zhengyuan, Sun Shengsen, Liu Huainmin, Li Gang, Ji Xiaobin, Zhao Guang, Huang XingTao, Liu Fang, Chen Tong, Li XiaoLing, Li Teng, Wen Shuopin, Liu Chunxiu, Fang Wenxing, Wang LiangLiang, ",https://indico.jlab.org/event/459/contributions/11778/attachments/9242/13410/CHEP2023%20Poster.pdf
2023,https://indico.jlab.org/event/459/contributions/11866/,Application of ML in GEP Update,"JIANG Zhixing, ZUO Bowen, NARAYAN Rohin, TAMARI Maayan, BARAK  Liron, CHEN Boping, CARLSON Benjamin, EASTLACK Jeff, HAUCK Scott, HSU ShihChieh, ",https://indico.jlab.org/event/459/contributions/11866/attachments/9196/13355/ResearchPoster.pdf
2023,https://indico.jlab.org/event/459/contributions/11769/,Batch Generator for training Machine Learning models from ROOT datasets,"Niewenhuis Dante, Moneta Lorenzo, ",https://indico.jlab.org/event/459/contributions/11769/attachments/9671/14108/CHEP23-poster-RBG.pdf
2023,https://indico.jlab.org/event/459/contributions/11796/,Bridging Gaps between Simulations and Experiments with Generative Adversarial Networks,"Huang Jin, Huang Yi, Lin Meifeng, Ren Yihui, Rinn Timothy, Torbunov Dmitrii, Viren Brett, Yu Haiwang, ",
2023,https://indico.jlab.org/event/459/contributions/11787/,De-Noising CLAS12 Drift Chambers using Convolutional Auto Encoders,"Gavalian Gagik, Thomadakis Polykarpos, Angelopoulos Angelos, ",
2023,https://indico.jlab.org/event/459/contributions/11771/,Deep Learning approaches for LHCb ECAL reconstruction,"Ratnikov Fedor, Boldyrev Alexey, Derkach Denis, Shevelev Andrey, ",https://indico.jlab.org/event/459/contributions/11771/attachments/9342/13544/ECAL_CHEP_2023.pdf
